,party,quote,said_by
2001,D,"Now I wish I had pushed back hard on his question. I should have said, “You know, Matt, I was the one in the Situation Room advising the President to go after Osama bin Laden. I was with Leon Panetta and David Petraeus urging stronger action sooner in Syria. I worked to rebuild Lower Manhattan after 9/11 and provide health care to our first responders. I’m the one worried about Putin subverting our democracy. I started the negotiations with Iran to prevent a nuclear arms race in the Middle East. I’m the one national security experts trust with our country’s future.” And so much more. Here’s another example where I remained polite, albeit exasperated, and played the political game as it used to be, not as it had become. That was a mistake. Later, I watched Lauer soft-pedal Trump’s interview.",Hillary Clinton
2002,D,Never stop believing that fighting for what's right is worth it.,Hillary Clinton
2003,D,"And on that fundamental question of whether it would be good to see a woman—any woman, not just me—become President, the electorate is deeply, depressingly divided. A 2014 Pew Research Center poll found that 69 percent of Democratic women and 46 percent of Democratic men (not terrible, but you can do better than that, Democratic men!) said they hoped to see a female President in their lifetime, but only 20 percent of Republican women and only 16 percent of Republican men did. In 2008, researchers found that more than a quarter of the population expressed anger or upset feelings at the mere thought of a female President.",Hillary Clinton
2004,D,"the data show that for men, likability and professional success are correlated. The more successful a man is, the more people like him. With women, it’s the exact opposite. The more professionally successful we are, the less people like us.",Hillary Clinton
2005,D,"(Running for president"" was a chance to do the most good I would ever be able to do.",Hillary Clinton
2006,D,"When Putin was preparing to take back the presidency in Moscow, he published an essay in the fall of 2011 in a Russian newspaper announcing plans to regain lost influence among former Soviet republics and create “a powerful supra-national union capable of becoming a pole in the modern world.” Putin said that this new Eurasian Union would “change the geopolitical and geo-economic configuration of the entire continent.” Some dismissed these words as campaign bluster, but I thought they revealed Putin’s true agenda, which was effectively to “re-Sovietize” Russia’s periphery.",Hillary Clinton
2007,D,"The outgoing President left a letter for Bill in the Oval Office that is one of the most decent and patriotic things I’ve ever read. “Your success now is our country’s success. I am rooting hard for you,” he wrote. We did our best to show the same graciousness to George W. and Laura eight years later.",Hillary Clinton
2008,D,Democrats should reevaluate a lot of our assumptions about which policies are politically viable. These trends make universal programs even more appealing than we previously thought.,Hillary Clinton
2009,D,"who decides whether a woman gets or stays pregnant? A Congressman who has never met her? A judge who has spoken with her for maybe a few minutes? Or should the woman be able to make this momentous decision about her life, her body, her future, for herself? Someone’s got to decide. I say let women decide.",Hillary Clinton
2010,D,"How could sixty-two million people vote for someone they heard on tape bragging about repeated sexual assault? How could he attack women, immigrants, Muslims, Mexican Americans, prisoners of war, and people with disabilities—and, as a businessman, be accused of scamming countless small businesses, contractors, students, and seniors—and still be elected to the most important and powerful job in the world? How can we as a nation allow untold thousands of Americans to be disenfranchised by voter suppression laws?",Hillary Clinton
2011,D,"Then there’s emotional labor. Now, that’s a good one. It describes all the unpaid, uncounted, often unseen work that people—overwhelmingly women—perform to keep their families and workplaces humming along. Organizing office birthday parties. Arranging the kids’ summer camp. Coordinating visits with in-laws. Helping the new employee feel welcome and included. The list is endless: all the little details without which life would devolve into chaos and misery. Not all women take on these tasks, and that’s fine, and some men do, and I salute them—but it’s largely women’s work. Finally, someone thought to name it.",Hillary Clinton
